id;requirement_id;standard;edition;clause;chapter;priority;lens;topic;process_tags;question_en;question_cs;question_de
50001-7-2-customer-2;50001-7-2;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.2;7;high;customer;competence;energy | hr | production;How was competence verified for one high-risk role, and who authorizes independent work?;Jak byla ověřena kompetence pro jednu vysoce rizikovou roli a kdo povoluje samostatnou práci?;Wie wurde die Kompetenz für eine Hochrisikorolle geprüft und wer autorisiert selbstständige Arbeit?
50001-7-2-customer-3;50001-7-2;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.2;7;high;customer;competence;energy | hr | production;Show one recent customer/project example and trace the requirement to objective evidence and escalation.;Ukažte jeden aktuální zákaznický/projektový příklad a sledujte požadavek k objektivnímu důkazu a eskalaci.;Ein aktuelles Kunden-/Projektbeispiel zeigen und die Anforderung bis zu objektivem Nachweis und Eskalation verfolgen.
50001-7-2-certification-1;50001-7-2;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.2;7;high;certification;competence;energy | hr | production;Which objective evidence demonstrates conformity and effective implementation of clause 7.2?;Který objektivní důkaz prokazuje shodu a účinné zavedení článku 7.2?;Welche objektiven Nachweise belegen Konformität und wirksame Umsetzung von Abschnitt 7.2?
50001-7-2-certification-2;50001-7-2;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.2;7;high;certification;competence;energy | hr | production;How was competence verified for one high-risk role, and who authorizes independent work?;Jak byla ověřena kompetence pro jednu vysoce rizikovou roli a kdo povoluje samostatnou práci?;Wie wurde die Kompetenz für eine Hochrisikorolle geprüft und wer autorisiert selbstständige Arbeit?
50001-7-2-certification-3;50001-7-2;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.2;7;high;certification;competence;energy | hr | production;How does this control interact with related clauses, and how are gaps classified and corrected?;Jak toto řízení souvisí s navazujícími články a jak se klasifikují a řeší mezery?;Wie wirkt diese Steuerung mit verwandten Abschnitten zusammen und wie werden Lücken klassifiziert und behoben?
50001-7-2-supplier-1;50001-7-2;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.2;7;high;supplier;competence;energy | hr | production;How does the supplier implement competence for the supplied product, process or service?;Jak dodavatel zavádí téma „Kompetence“ pro dodávaný produkt, proces nebo službu?;Wie setzt der Lieferant „Kompetenz“ für das gelieferte Produkt, den Prozess oder die Dienstleistung um?
50001-7-2-supplier-2;50001-7-2;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.2;7;high;supplier;competence;energy | hr | production;Show a recent supplied-part or service sample, including controls, records and deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
50001-7-2-supplier-3;50001-7-2;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.2;7;high;supplier;competence;energy | hr | production;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
50001-7-3-internal-1;50001-7-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.3;7;medium;internal;awareness;audit_improvement | energy | hr | leadership;Ask a person at the point of work to explain the key requirement, risk and escalation route.;Požádejte pracovníka na pracovišti, aby vysvětlil klíčový požadavek, riziko a způsob eskalace.;Eine Person am Arbeitsplatz bitten, Kernanforderung, Risiko und Eskalationsweg zu erklären.
50001-7-3-internal-2;50001-7-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.3;7;medium;internal;awareness;audit_improvement | energy | hr | leadership;How is awareness implemented in the selected process, and who owns the control?;Jak je v hodnoceném procesu zavedeno téma „Povědomí“ a kdo vlastní příslušné řízení?;Wie ist „Bewusstsein“ im ausgewählten Prozess umgesetzt und wer verantwortet die Steuerung?
50001-7-3-internal-3;50001-7-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.3;7;medium;internal;awareness;audit_improvement | energy | hr | leadership;Show a recent sample and explain how effectiveness, deviations and follow-up are evaluated.;Ukažte aktuální vzorek a vysvětlete, jak se hodnotí účinnost, odchylky a následná opatření.;Eine aktuelle Stichprobe zeigen und erläutern, wie Wirksamkeit, Abweichungen und Folgemaßnahmen bewertet werden.
50001-7-3-customer-1;50001-7-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.3;7;medium;customer;awareness;audit_improvement | energy | hr | leadership;How does clause 7.3 protect customer, contractual or stakeholder expectations in this process?;Jak článek 7.3 chrání očekávání zákazníka, smluvní nebo jiné relevantní požadavky v tomto procesu?;Wie schützt Abschnitt 7.3 Kunden-, Vertrags- oder relevante Stakeholderanforderungen in diesem Prozess?
50001-7-3-customer-2;50001-7-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.3;7;medium;customer;awareness;audit_improvement | energy | hr | leadership;Ask a person at the point of work to explain the key requirement, risk and escalation route.;Požádejte pracovníka na pracovišti, aby vysvětlil klíčový požadavek, riziko a způsob eskalace.;Eine Person am Arbeitsplatz bitten, Kernanforderung, Risiko und Eskalationsweg zu erklären.
50001-7-3-customer-3;50001-7-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.3;7;medium;customer;awareness;audit_improvement | energy | hr | leadership;Show one recent customer/project example and trace the requirement to objective evidence and escalation.;Ukažte jeden aktuální zákaznický/projektový příklad a sledujte požadavek k objektivnímu důkazu a eskalaci.;Ein aktuelles Kunden-/Projektbeispiel zeigen und die Anforderung bis zu objektivem Nachweis und Eskalation verfolgen.
50001-7-3-certification-1;50001-7-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.3;7;medium;certification;awareness;audit_improvement | energy | hr | leadership;Which objective evidence demonstrates conformity and effective implementation of clause 7.3?;Který objektivní důkaz prokazuje shodu a účinné zavedení článku 7.3?;Welche objektiven Nachweise belegen Konformität und wirksame Umsetzung von Abschnitt 7.3?
50001-7-3-certification-2;50001-7-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.3;7;medium;certification;awareness;audit_improvement | energy | hr | leadership;Ask a person at the point of work to explain the key requirement, risk and escalation route.;Požádejte pracovníka na pracovišti, aby vysvětlil klíčový požadavek, riziko a způsob eskalace.;Eine Person am Arbeitsplatz bitten, Kernanforderung, Risiko und Eskalationsweg zu erklären.
50001-7-3-certification-3;50001-7-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.3;7;medium;certification;awareness;audit_improvement | energy | hr | leadership;How does this control interact with related clauses, and how are gaps classified and corrected?;Jak toto řízení souvisí s navazujícími články a jak se klasifikují a řeší mezery?;Wie wirkt diese Steuerung mit verwandten Abschnitten zusammen und wie werden Lücken klassifiziert und behoben?
50001-7-3-supplier-1;50001-7-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.3;7;medium;supplier;awareness;audit_improvement | energy | hr | leadership;How does the supplier implement awareness for the supplied product, process or service?;Jak dodavatel zavádí téma „Povědomí“ pro dodávaný produkt, proces nebo službu?;Wie setzt der Lieferant „Bewusstsein“ für das gelieferte Produkt, den Prozess oder die Dienstleistung um?
50001-7-3-supplier-2;50001-7-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.3;7;medium;supplier;awareness;audit_improvement | energy | hr | leadership;Show a recent supplied-part or service sample, including controls, records and deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
50001-7-3-supplier-3;50001-7-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.3;7;medium;supplier;awareness;audit_improvement | energy | hr | leadership;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
50001-7-4-internal-1;50001-7-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.4;7;medium;internal;communication;audit_improvement;Trace one important message from decision through communication to confirmed understanding or response.;Sledujte jedno důležité sdělení od rozhodnutí přes komunikaci až po potvrzené porozumění nebo reakci.;Eine wichtige Mitteilung von der Entscheidung über Kommunikation bis zum bestätigten Verständnis bzw. zur Reaktion verfolgen.
50001-7-4-internal-2;50001-7-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.4;7;medium;internal;communication;audit_improvement;How is communication implemented in the selected process, and who owns the control?;Jak je v hodnoceném procesu zavedeno téma „Komunikace“ a kdo vlastní příslušné řízení?;Wie ist „Kommunikation“ im ausgewählten Prozess umgesetzt und wer verantwortet die Steuerung?
50001-7-4-internal-3;50001-7-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.4;7;medium;internal;communication;audit_improvement;Show a recent sample and explain how effectiveness, deviations and follow-up are evaluated.;Ukažte aktuální vzorek a vysvětlete, jak se hodnotí účinnost, odchylky a následná opatření.;Eine aktuelle Stichprobe zeigen und erläutern, wie Wirksamkeit, Abweichungen und Folgemaßnahmen bewertet werden.
50001-7-4-customer-1;50001-7-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.4;7;medium;customer;communication;audit_improvement;How does clause 7.4 protect customer, contractual or stakeholder expectations in this process?;Jak článek 7.4 chrání očekávání zákazníka, smluvní nebo jiné relevantní požadavky v tomto procesu?;Wie schützt Abschnitt 7.4 Kunden-, Vertrags- oder relevante Stakeholderanforderungen in diesem Prozess?
50001-7-4-customer-2;50001-7-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.4;7;medium;customer;communication;audit_improvement;Trace one important message from decision through communication to confirmed understanding or response.;Sledujte jedno důležité sdělení od rozhodnutí přes komunikaci až po potvrzené porozumění nebo reakci.;Eine wichtige Mitteilung von der Entscheidung über Kommunikation bis zum bestätigten Verständnis bzw. zur Reaktion verfolgen.
50001-7-4-customer-3;50001-7-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.4;7;medium;customer;communication;audit_improvement;Show one recent customer/project example and trace the requirement to objective evidence and escalation.;Ukažte jeden aktuální zákaznický/projektový příklad a sledujte požadavek k objektivnímu důkazu a eskalaci.;Ein aktuelles Kunden-/Projektbeispiel zeigen und die Anforderung bis zu objektivem Nachweis und Eskalation verfolgen.
50001-7-4-certification-1;50001-7-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.4;7;medium;certification;communication;audit_improvement;Which objective evidence demonstrates conformity and effective implementation of clause 7.4?;Který objektivní důkaz prokazuje shodu a účinné zavedení článku 7.4?;Welche objektiven Nachweise belegen Konformität und wirksame Umsetzung von Abschnitt 7.4?
50001-7-4-certification-2;50001-7-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.4;7;medium;certification;communication;audit_improvement;Trace one important message from decision through communication to confirmed understanding or response.;Sledujte jedno důležité sdělení od rozhodnutí přes komunikaci až po potvrzené porozumění nebo reakci.;Eine wichtige Mitteilung von der Entscheidung über Kommunikation bis zum bestätigten Verständnis bzw. zur Reaktion verfolgen.
50001-7-4-certification-3;50001-7-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.4;7;medium;certification;communication;audit_improvement;How does this control interact with related clauses, and how are gaps classified and corrected?;Jak toto řízení souvisí s navazujícími články a jak se klasifikují a řeší mezery?;Wie wirkt diese Steuerung mit verwandten Abschnitten zusammen und wie werden Lücken klassifiziert und behoben?
50001-7-4-supplier-1;50001-7-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.4;7;medium;supplier;communication;audit_improvement;How does the supplier implement communication for the supplied product, process or service?;Jak dodavatel zavádí téma „Komunikace“ pro dodávaný produkt, proces nebo službu?;Wie setzt der Lieferant „Kommunikation“ für das gelieferte Produkt, den Prozess oder die Dienstleistung um?
50001-7-4-supplier-2;50001-7-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.4;7;medium;supplier;communication;audit_improvement;Show a recent supplied-part or service sample, including controls, records and deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
50001-7-4-supplier-3;50001-7-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.4;7;medium;supplier;communication;audit_improvement;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
50001-7-5-1-internal-1;50001-7-5-1;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.5.1;7;medium;internal;documents;production;Which documented information is essential to prevent inconsistent or unsafe performance?;Které dokumentované informace jsou nezbytné k zabránění nekonzistentnímu nebo nebezpečnému výkonu?;Welche dokumentierte Information ist wesentlich, um inkonsistente oder unsichere Leistung zu verhindern?
